username,tweet_id,tweet_text,discussion_link,iso_8601_timestamp,datetime_timestamp,images,video_preview
RareAlphaClub_,1723623458213658724,"7/12
@the_jPegs (CMO)
At Animalia, leveraging 10 years of marketing expertise, including work with major brands.

@JeffCaspian (CTO) 
Web developer since 2012, skilled in mobile app and smart contract development, with diverse project experience.",https://twitter.com/RareAlphaClub_/status/1723623458213658724,2023-11-12T08:47:10.000Z,2023-11-12 08:47:10,[],[]
HolidayKuyik,1723112668842668182,"Let's talk about the Governance of @NebulasCloud 

Nebula DAO is a self-operating system that runs on smart contract. With the weekly snapshot it gives the community a big role in the decision making of the development, collaboration and growth of @NebulasCloud .",https://twitter.com/HolidayKuyik/status/1723112668842668182,2023-11-10T22:57:28.000Z,2023-11-10 22:57:28,[],[]
avax,1721950314327359533,"Movement Labs recently announced their pre-seed funding to grow the adoption and development of Move, a smart contract development language. 

@movementlabsxyz's first big milestone is M1, a modular Move blockchain leveraging Avalanche Consensus.",https://twitter.com/avax/status/1721950314327359533,2023-11-07T17:58:41.000Z,2023-11-07 17:58:41,[],[]
Izitheblessed,1723423417863414084,"✓ Better developer experience: 

The Fuse Wallet SDK abstracts away the complexities of web3 development, such as cryptography, wallet management, and smart contract interactions, making it easier for developers to build blockchain-based applications.",https://twitter.com/Izitheblessed/status/1723423417863414084,2023-11-11T19:32:17.000Z,2023-11-11 19:32:17,[],[]
Joni_Da_kilem_5,1721860663897907711,"Cross-compatibility with various programming languages can be a barrier for developers. How does Tectum Labs facilitate developer-friendly blockchain interactions through language-agnostic smart contract development, and can you explain the technical aspects of this?",https://twitter.com/Joni_Da_kilem_5/status/1721860663897907711,2023-11-07T12:02:27.000Z,2023-11-07 12:02:27,[],[]
Peter_Tenset,1722175502121603113,"Tenset Cyberstorm is the ultimate smart contract auditing package to create a blockchain fortress around your project. This will provide unmatched credibility and security in the market, while also proving the quality of your development.",https://twitter.com/Peter_Tenset/status/1722175502121603113,2023-11-08T08:53:30.000Z,2023-11-08 08:53:30,[],[]
CryptoHosper,1721513161499840810,"6/ The Future of DAOs: DAOs are the future of decentralized governance, enabling inclusive decision-making. Join the movement, learn smart contract development, and shape the future!  #Innovation #DecentralizedFuture",https://twitter.com/CryptoHosper/status/1721513161499840810,2023-11-06T13:01:36.000Z,2023-11-06 13:01:36,[],[]
CryptoHosper,1721513169326358846,"7/ Getting Involved: Dive into the DAO world! Join communities, learn smart contract development, and participate in shaping the future of decentralized decision-making.  #CommunityEngagement #BlockchainInnovation",https://twitter.com/CryptoHosper/status/1721513169326358846,2023-11-06T13:01:38.000Z,2023-11-06 13:01:38,[],[]
nicavveronica,1722921077402472574,"sCrypt's TypeScript framework, led by @sinoTrinity, paves the way for accessible smart contract development on BSV, offering a user-friendly solution to diverse developers. #SmartContractsMadeEasy #BSVDevelopment",https://twitter.com/nicavveronica/status/1722921077402472574,2023-11-10T10:16:09.000Z,2023-11-10 10:16:09,[],[]
SoareAgency,1721638096238776628,"Smart Contract Development 

In 2023, even contracts can be smart. Are your contracts smart as well?

http://soare.agency
#SmartContract #Development #Web3 #Software #Agency",https://twitter.com/SoareAgency/status/1721638096238776628,2023-11-06T21:18:03.000Z,2023-11-06 21:18:03,['https://pbs.twimg.com/media/F-R8uOTWMAA3yuQ?format=jpg&name=small'],[]
mastermindhason,1721852507541164492,"Cross-compatibility with various programming languages can be a barrier for developers. How does Tectum Labs facilitate developer-friendly blockchain interactions through language-agnostic smart contract development, and can you explain the technical aspects of this?",https://twitter.com/mastermindhason/status/1721852507541164492,2023-11-07T11:30:02.000Z,2023-11-07 11:30:02,[],[]
sir_zaraju,1722563500520735154,"✧ Roadmap

▾PHASE 1: FOUNDATION

 Smart Contract Development: Secure and audited smart contract for PMT token to ensure transparency and trust.

​ Community Building: Telegram, Twitter - Get ready for the hype train with a strong and engaged PMT community.",https://twitter.com/sir_zaraju/status/1722563500520735154,2023-11-09T10:35:16.000Z,2023-11-09 10:35:16,[],[]
Web3Global_,1722800162790346925," Polygon initiates a $90M fund for ecosystem development, Polygon Village.
 Crypto VC Maven 11 seeks $100M for its third fund.
 EU Parliament approves smart contract legislation.
 CME Bitcoin holdings surpass Binance, exceeding $4B.",https://twitter.com/Web3Global_/status/1722800162790346925,2023-11-10T02:15:41.000Z,2023-11-10 02:15:41,[],[]
SocialIt31363,1721860490861933015,"The Algorand #Blockchain Club, of IT Department at @gnits.official has organised an Insight session on ""Web 3 Job #opportunities2023 & Smart Contract #development and Indexing using The Graph"" 
#gnitsalumni #students #alumni #mathematics #inspiration #blockchain",https://twitter.com/SocialIt31363/status/1721860490861933015,2023-11-07T12:01:46.000Z,2023-11-07 12:01:46,"['https://pbs.twimg.com/media/F-VG-nxasAAmdGi?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-VG-nubYAAySN6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-VG-nxb0AAzKKb?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-VG-nubQAALBOT?format=jpg&name=360x360']",[]
raidarksword,1722091349443559553,@5irechain is a layer-1 EVM compatible smart contract platform that focuses on developing a for-benefit blockchain ecosystem based on the Sustainable Development Goals.,https://twitter.com/raidarksword/status/1722091349443559553,2023-11-08T03:19:07.000Z,2023-11-08 03:19:07,[],[]
FFRCB1,1722859632144879787,"Hi, I'm Rahul, and I had the pleasure of hosting a StarkNet community gathering in Mumbai, India. We discussed smart contract development and its potential applications. I also designed eye-catching posters to promote StarkNet in our local blockchain community.",https://twitter.com/FFRCB1/status/1722859632144879787,2023-11-10T06:12:00.000Z,2023-11-10 06:12:00,['https://pbs.twimg.com/media/F-jTmzJaMAAO5NG?format=jpg&name=360x360'],[]
Domko_Dselva,1721860919876264261,"Cross-compatibility with various programming languages can be a barrier for developers. How does Tectum Labs facilitate developer-friendly blockchain interactions through language-agnostic smart contract development, and can you explain the technical aspects of this?",https://twitter.com/Domko_Dselva/status/1721860919876264261,2023-11-07T12:03:28.000Z,2023-11-07 12:03:28,[],[]
BlockVerseCap,1723705284613505069,"14/18 #l1 #layer1

𝕏: @waterfall_dag 1.3k
: http://Waterfall.network

highly-scalable,  decentralized smart contract platform developed by software development firm BlueWave based on Directed Acyclic Graphs (DAG) technology and fast finality Proof-of-Stake (PoS) consensus",https://twitter.com/BlockVerseCap/status/1723705284613505069,2023-11-12T14:12:19.000Z,2023-11-12 14:12:19,[],[]
63Anna2,1721672571416981571,"Brickken is pioneering the development of the first-ever DApp to service and support STOs along with a smart contract protocol. Our vision is to enable the world to tokenize itself, fostering true democracy and decentralization through blockchain technology. #BrickkenInnovation",https://twitter.com/63Anna2/status/1721672571416981571,2023-11-06T23:35:02.000Z,2023-11-06 23:35:02,[],[]
DAYTON_WAELCHI,1721155819327066514,"@PowerPoolCVP $CVP: 
- Automated smart contract network 
- Gasless transaction execution 
- Off-chain computations for #DeFi/#Web3 
- Community involvement in product development 
- Easy node setup with @DappNode ",https://twitter.com/DAYTON_WAELCHI/status/1721155819327066514,2023-11-05T13:21:39.000Z,2023-11-05 13:21:39,[],[]
PolkadotReaders,1721974224703643744," 4/n - Interoperability

Astar ushers in a new era of smart contract development, allowing developers to craft truly unique solutions via its robust interoperability framework. Welcome to the next-gen blockchain network!",https://twitter.com/PolkadotReaders/status/1721974224703643744,2023-11-07T19:33:42.000Z,2023-11-07 19:33:42,[],[]
YunasMF,1721844991180611805,@agoric is an open source development company launching an interoperable proof-of-stake economy and chain...The native JavaScript smart contract platform provides developers with a library of secure and reusable DeFi components to quickly build and deploy on-chain... #Agoric,https://twitter.com/YunasMF/status/1721844991180611805,2023-11-07T11:00:10.000Z,2023-11-07 11:00:10,[],[]
SolidityDevSC,1723627028090363956,1/ Excited to dive into #Web3 development this Sunday!  Let's start with understanding the decentralized web and how it differs from traditional web architectures. #Decentralization #WebDevelopment,https://twitter.com/SolidityDevSC/status/1723627028090363956,2023-11-12T09:01:21.000Z,2023-11-12 09:01:21,[],[]
mabelboksing,1722993286841803021,"Smart contract development on BSV made easy! Thanks to sCrypt's #TypeScript framework, spearheaded by @sinoTrinity. Whether you're a seasoned developer or just starting, discover how it simplifies the process for everyone.
#BSVBlockchain #BSV",https://twitter.com/mabelboksing/status/1722993286841803021,2023-11-10T15:03:05.000Z,2023-11-10 15:03:05,[],[]
ReganHolde71261,1722240677214576732,"This is a significant development in the AI negotiations, as SAG-AFTRA is finally getting closer to the fair deal they deserve. Exciting times ahead!",https://twitter.com/ReganHolde71261/status/1722240677214576732,2023-11-08T13:12:29.000Z,2023-11-08 13:12:29,[],[]
SabrinaCoin,1721637625537208445,"6/7 The choice of Polkadot's Substrate was based on criteria of decentralization, advanced interoperability, and security. This initiative seeks to drive development in the smart contract platform, promoting a modular and interoperable paradigm.",https://twitter.com/SabrinaCoin/status/1721637625537208445,2023-11-06T21:16:11.000Z,2023-11-06 21:16:11,[],[]
SaraIdahosa,1722180354767773956,"Or only allow certain transactions at certain times.

GOOD USER EXPERIENCE: You don't need to worry about technical details like gas payment, and contract interactions.

MORE OPPORTUNITIES FOR SMART CONTRACT DEVELOPMENT: Developers can create sophisticated contracts.",https://twitter.com/SaraIdahosa/status/1722180354767773956,2023-11-08T09:12:47.000Z,2023-11-08 09:12:47,[],[]
Rex_7530,1722547402744250782," Roadmap for Success:
$PMT's roadmap is a journey in itself. From secure smart contract development and building a strong community to branding, marketing, and even rocking $PMT merchandise, it's a journey filled with excitement and milestones.",https://twitter.com/Rex_7530/status/1722547402744250782,2023-11-09T09:31:18.000Z,2023-11-09 09:31:18,[],[]
realEkemini,1723029455629676967,"Do you have to be Smart to write #SmartContracts? Find out in my latest article published on @Official_NODO.

https://nodo.xyz/post/do-you-have-to-be-smart-to-write-smart-contracts…

If you already know the answer, then sign up on @CyfrinUpdraft to learn the art of Smart Contract development.",https://twitter.com/realEkemini/status/1723029455629676967,2023-11-10T17:26:49.000Z,2023-11-10 17:26:49,[],[]
web3recruitme,1722329404989223314,"Seeking experienced #Solidity Engineer for smart contract development, DEX/AMM understanding (liquidity pool models, fee structures) on #Ethereum and EVM L2s

Smart Contract Engineer
Hybrid Remote (NYC/London) 
$100K+
https://bit.ly/3PFgywc",https://twitter.com/web3recruitme/status/1722329404989223314,2023-11-08T19:05:04.000Z,2023-11-08 19:05:04,['https://pbs.twimg.com/media/F-bxdyEWoAAePf4?format=jpg&name=small'],[]
robot_rami,1721346916150116556,Meet Aergo's robust smart contract engine!  It empowers developers with a choice - Lua or SQL for smart contract development. This flexibility sets the stage for a powerful journey in blockchain development.,https://twitter.com/robot_rami/status/1721346916150116556,2023-11-06T02:01:00.000Z,2023-11-06 02:01:00,[],[]
Moonflownft,1721918279491403838," Ready to dive into NFTs? Look no further! 

We've got you covered with our Launchpad services including: Smart Contract development, Twitter AMA, and marketing support.
#NFT #Launchpad #NFTSupport #NFTCommunitys",https://twitter.com/Moonflownft/status/1721918279491403838,2023-11-07T15:51:24.000Z,2023-11-07 15:51:24,['https://pbs.twimg.com/media/F-Ur60cW0AAk_u0?format=jpg&name=small'],[]
JACKKUPHAL,1723463423344681336,"@PowerPoolCVP is on fire! 
 Automated smart contract network
 Gasless transaction execution
 Community involvement in development

 Get in on the action now! $CVP ",https://twitter.com/JACKKUPHAL/status/1723463423344681336,2023-11-11T22:11:15.000Z,2023-11-11 22:11:15,[],[]
makronitasik,1721169395437986044,"Event: I participated in a Starknet developer boot camp, where I mentored newcomers and shared my expertise in smart contract development. The boot camp helped onboard new talent into the Starknet ecosystem.",https://twitter.com/makronitasik/status/1721169395437986044,2023-11-05T14:15:36.000Z,2023-11-05 14:15:36,[],[]
StephenDelaMeer,1723004783445848472,"Coding on blockchain doesn't have to be difficult. sCrypt, guided by @sinoTrinity, brings you a #TypeScript framework for smooth smart contract development on BSV. Check out how it caters to developers from all backgrounds:
#BSVBlockchain #blockchain",https://twitter.com/StephenDelaMeer/status/1723004783445848472,2023-11-10T15:48:46.000Z,2023-11-10 15:48:46,[],[]
0ne_signature,1722266618661843154,"It is a layer-1 EVM compatible smart contract platform that aims to become a blockchain ecosystem for the 5th industrial revolution (5IR)2. It also has a venture capital arm, a research and development hub, and a wallet extension for Chrome3.",https://twitter.com/0ne_signature/status/1722266618661843154,2023-11-08T14:55:34.000Z,2023-11-08 14:55:34,[],[]
julypjulius_,1722296068946223256,Apply for early access for cyfrin smart contract development and auditing @CyfrinUpdraft,https://twitter.com/julypjulius_/status/1722296068946223256,2023-11-08T16:52:36.000Z,2023-11-08 16:52:36,[],[]
VanticaTrading,1721392719958868043,"Navigating the Evolution of Smart Contract Development: Tracing Past, Present, and Future Trends |",https://twitter.com/VanticaTrading/status/1721392719958868043,2023-11-06T05:03:01.000Z,2023-11-06 05:03:01,[],[]
johnpeterreal1,1722907296890761226,the introduction of a TypeScript framework like sCrypt for smart contract development on #BSV is a positive step toward democratizing blockchain technology.,https://twitter.com/johnpeterreal1/status/1722907296890761226,2023-11-10T09:21:24.000Z,2023-11-10 09:21:24,[],[]
CaptainBitcoin_,1721581809052352780," UNSTOPPABLE DOMAINS INTRODUCES ON-CHAIN PURCHASES
This development enables anyone to register an @unstoppableweb domain directly from the smart contract.",https://twitter.com/CaptainBitcoin_/status/1721581809052352780,2023-11-06T17:34:23.000Z,2023-11-06 17:34:23,[],[]
AmuletFinance,1722664210469904553,"Further smart contract development and audits are outstanding for the Proof of Stake strategy for ATOM and the Rebases strategies for stATOM and wstETH.

8/11",https://twitter.com/AmuletFinance/status/1722664210469904553,2023-11-09T17:15:27.000Z,2023-11-09 17:15:27,[],[]
chainlink,1722672009383964730,"Smart contract security isn't a nice-to-have. It's a necessity.

Learn the most essential skill in Web3 development by following along with @CyfrinAudits Co-Founder Patrick Collins' live, end-to-end smart contract audit.

Join us at 3PM ET today: https://youtube.com/watch?v=ylP44hSbI1o…",https://twitter.com/chainlink/status/1722672009383964730,2023-11-09T17:46:27.000Z,2023-11-09 17:46:27,['https://pbs.twimg.com/media/F-gpDklXAAAdWh5?format=jpg&name=small'],[]
defendersdao,1722259998984831375,"The @CyfrinUpdraft  early access applications are now open! 

Apply now and get early access to:

- 50+ hrs of web3 development tutorials 

- The ultimate smart contract security course 

Completely for free",https://twitter.com/defendersdao/status/1722259998984831375,2023-11-08T14:29:16.000Z,2023-11-08 14:29:16,[],[]
YieldWatch_,1722817959255794089," Polygon initiates a $90M fund for ecosystem development, Polygon Village.
 FTX and Alameda's FTT holdings surged from $334 million to $726 million.
 EU Parliament approves smart contract legislation.
 CME Bitcoin holdings surpass Binance, exceeding $4B.",https://twitter.com/YieldWatch_/status/1722817959255794089,2023-11-10T03:26:24.000Z,2023-11-10 03:26:24,[],[]
builda_official,1722706149223338180,"Project Spotlight: @pwrlabs 

PWR Chain is a smart-contract agnostic blockchain with interoperable VMs, making development and deployment (anywhere) a breeze - all without the performance compromise.

 → http://builda.dev/list/pwr-chain",https://twitter.com/builda_official/status/1722706149223338180,2023-11-09T20:02:06.000Z,2023-11-09 20:02:06,['https://pbs.twimg.com/media/F-hGeeoWAAAdbD2?format=jpg&name=small'],[]
PeacetyOluwase1,1722235310413946918,"4.Develop Relevant Skills: Did anyone tell you that Web3 requires a blend of technical and soft skills. 

But depends on your chosen niche, you may need to develop expertise in programming languages like Solidity, smart contract development, or decentralized applications (Dapps)",https://twitter.com/PeacetyOluwase1/status/1722235310413946918,2023-11-08T12:51:10.000Z,2023-11-08 12:51:10,[],[]
tommydiddle,1721347894526038149,"Concurrency control in Aergo's smart contract engine ensures that your applications run seamlessly and efficiently. No more bottlenecks – just streamlined, efficient blockchain development.",https://twitter.com/tommydiddle/status/1721347894526038149,2023-11-06T02:04:53.000Z,2023-11-06 02:04:53,[],[]
renderhive,1722937795298087328,"4/4

Milestone 2 will focus on:

- purchasing a second render node for the development
- professional redesign of the website as basis for the app frontend
- smart contract development with the contract being the trust-establishing instance between users",https://twitter.com/renderhive/status/1722937795298087328,2023-11-10T11:22:35.000Z,2023-11-10 11:22:35,[],[]
investorsoftt,1722637133502947494,"4/  PMT Roadmap - 
Phase 1: Foundation 
 
Smart Contract Development for transparency.
Community Building on Telegram and Twitter.
Branding and Marketing to spread the word.
Merchandise and Swag to show off your PMT pride! #PMTJourney #CryptoCommunity",https://twitter.com/investorsoftt/status/1722637133502947494,2023-11-09T15:27:52.000Z,2023-11-09 15:27:52,[],[]
thedevbutler,1721106311817912346,"My advice: Focus on business development, outsource the smart contract stuff to DevButler ",https://twitter.com/thedevbutler/status/1721106311817912346,2023-11-05T10:04:56.000Z,2023-11-05 10:04:56,[],[]
mfhafin,1723356476440203626,"Guten Tag! I'm Sophie M眉ller from Berlin, Germany. I recently organized a StarkNet Community Meetup, where I delivered a technical workshop on StarkNet's smart contract development. The attendees engaged actively, reflecting their enthusiasm for StarkNet's capabilities.",https://twitter.com/mfhafin/status/1723356476440203626,2023-11-11T15:06:17.000Z,2023-11-11 15:06:17,[],[]
argentHQ,1721936550370349489,"Our next speaker is @martriay, Lead Developer at OpenZeppelin

Martin’s background in smart contract development gives him a fresh perspective on account abstraction 

We’re excited to hear it!",https://twitter.com/argentHQ/status/1721936550370349489,2023-11-07T17:04:00.000Z,2023-11-07 17:04:00,['https://pbs.twimg.com/media/F-WL0ruXQAAvWOa?format=jpg&name=small'],[]
robot_rami,1721347164108951704,The concurrency management in Aergo's smart contract engine ensures that your applications run smoothly and efficiently. Say goodbye to bottlenecks and hello to streamlined blockchain development.,https://twitter.com/robot_rami/status/1721347164108951704,2023-11-06T02:01:59.000Z,2023-11-06 02:01:59,[],[]
joewhite051588,1722979014686785888,"Curious about coding on blockchain but find it daunting? sCrypt, headed by @sinoTrinity, introduces a #TypeScript framework to simplify smart contract development on BSV. Discover how it caters to developers from diverse backgrounds here: ",https://twitter.com/joewhite051588/status/1722979014686785888,2023-11-10T14:06:23.000Z,2023-11-10 14:06:23,[],[]
globalcrossfi,1723338190428197228," EU Parliament approves data act with smart-contract kill switch provision

 #Polygon Village launches $90M fund for ecosystem development",https://twitter.com/globalcrossfi/status/1723338190428197228,2023-11-11T13:53:37.000Z,2023-11-11 13:53:37,[],[]
_BuildBear,1723334460689535108,"We will discuss:

 Enhancing Smart Contract Development: Tools, Verification, and Workflows in Web3.

Register now at",https://twitter.com/_BuildBear/status/1723334460689535108,2023-11-11T13:38:48.000Z,2023-11-11 13:38:48,[],[]
PhalaNetwork,1722592236766904391,"The LensAPI Oracle update lets you integrate @LensProtocol data directly on-chain 

Streamline your dApp development, create dynamic NFTs with on-chain verification, & access Polygon's rich data for robust, customised smart contract functionalities.

 https://github.com/phala-Network/lensapi-oracle-consumer-contract/…",https://twitter.com/PhalaNetwork/status/1722592236766904391,2023-11-09T12:29:28.000Z,2023-11-09 12:29:28,['https://pbs.twimg.com/media/F-fV4dGXcAAcAgJ?format=png&name=small'],[]
iestellewaters,1722852952539640311,"AI continues to push the boundaries of what's possible, but it's crucial to ensure ethical guidelines are in place to prevent misuse. Let's prioritize responsible development and use of AI for the betterment of society.",https://twitter.com/iestellewaters/status/1722852952539640311,2023-11-10T05:45:27.000Z,2023-11-10 05:45:27,[],[]
shirleyeiisnn,1721658669312729594,"Golden Finance reported that Bloomberg analyst Jamie Coutts said on the X platform that the development trajectory of the smart contract platform seems to be growing exponentially, and the potential market value is expected to reach US$14 trillion. Jamie Coutts emphasize#coinmini",https://twitter.com/shirleyeiisnn/status/1721658669312729594,2023-11-06T22:39:48.000Z,2023-11-06 22:39:48,['https://pbs.twimg.com/media/F-SPbPRaEAA8A6L?format=jpg&name=small'],[]
JojoPutian,1722986649737478193,"Breaking into blockchain coding can be complex, but not with sCrypt! Led by @sinoTrinity, they offer a #TypeScript framework for effortless smart contract development on BSV. Explore the details and make your coding journey smoother.
#BSVBlockchain",https://twitter.com/JojoPutian/status/1722986649737478193,2023-11-10T14:36:43.000Z,2023-11-10 14:36:43,[],[]
telos_nigeria,1721504322503008394,"Continuous Improvement: Smart contract development is an ongoing journey. 

Regularly assess and optimize your contract to maximize its efficiency and effectiveness.",https://twitter.com/telos_nigeria/status/1721504322503008394,2023-11-06T12:26:29.000Z,2023-11-06 12:26:29,[],[]
BlastAPI,1722301969111318952," Get a better understanding on smart contract security with our latest Webinar episode!

Find out more about the state of blockchain security, how social media plays a massive role in project assessment and best practices for smart contract development!

https://blastapi.io/blog/webinar-best-practices-in-smart-contract-security…",https://twitter.com/BlastAPI/status/1722301969111318952,2023-11-08T17:16:02.000Z,2023-11-08 17:16:02,['https://pbs.twimg.com/media/F-bYgqSWYAAlpuD?format=jpg&name=small'],[]
Yushachemist,1723401673052196993,I want ask about kyc and smart contract development,https://twitter.com/Yushachemist/status/1723401673052196993,2023-11-11T18:05:52.000Z,2023-11-11 18:05:52,[],[]
GhostShivHumans,1723471225622598039," Smart Contract Development:

Language Compatibility: Detail the usage of familiar programming languages for creating smart contracts on StarkNet, such as Solidity.
Developer Tools: Mention the developer-friendly environment to ease the process of building on StarkNet.",https://twitter.com/GhostShivHumans/status/1723471225622598039,2023-11-11T22:42:15.000Z,2023-11-11 22:42:15,[],[]
telos_nigeria,1721504304119283931,"Development: 

If you're a developer, it's time to roll up your sleeves. 

Utilize languages like Solidity or Rust, and craft your smart contract. 

Tailor it to suit your project's unique requirements, all within the Telos ecosystem.",https://twitter.com/telos_nigeria/status/1721504304119283931,2023-11-06T12:26:24.000Z,2023-11-06 12:26:24,[],[]
BowTiedJerboa,1722414952307118352,"I think code audits are a great place to learn, even if you want to be a smart contract engineer. Evaluating other people's code has always helped me out a lot in traditional web2 development.",https://twitter.com/BowTiedJerboa/status/1722414952307118352,2023-11-09T00:45:00.000Z,2023-11-09 00:45:00,[],[]
Abhi_1631,1722277575928795415,"I registered for the  Cyfrin Updraft early access

Apply now and get early access to:

- 50+ hrs of web3 development tutorials
- The ultimate smart contract security course
- A community of 1000s web3 devs and auditors

Completely for free.

So Join Now",https://twitter.com/Abhi_1631/status/1722277575928795415,2023-11-08T15:39:07.000Z,2023-11-08 15:39:07,[],[]
crypterotas,1722537911814348929,Its architecture is based on two main components: the Cairo language for smart contract development and the StarkNet Rollup system for consensus.,https://twitter.com/crypterotas/status/1722537911814348929,2023-11-09T08:53:36.000Z,2023-11-09 08:53:36,[],[]
ClariscoSol,1722115958352028142,"Ready to scale your #MLM business? Our #Smart #Contract Development offers powerful features for growth and success.

Contact us immediately and let's redefine network marketing together. 
https://tinyurl.com/3uvtu8d5

Checkout our portfolio
https://clarisco.com/portfolio",https://twitter.com/ClariscoSol/status/1722115958352028142,2023-11-08T04:56:54.000Z,2023-11-08 04:56:54,['https://pbs.twimg.com/media/F-YvCIVb0AAbEPD?format=jpg&name=small'],[]
wardahred7,1721041228077166655,"Event: Enjoyed an enlightening session at the STARKNET Future Insights meetup, discussing what's ahead. Join our journey!  #StarknetRoadmap #BlockchainVisions
Content: Another productive day at the STARKNETDeveloper Path workshop. Delved into smart contract development, leaving",https://twitter.com/wardahred7/status/1721041228077166655,2023-11-05T05:46:18.000Z,2023-11-05 05:46:18,[],[]
SorobanOfficial,1722982045763207605,Try this:,https://twitter.com/SorobanOfficial/status/1722982045763207605,2023-11-10T14:18:25.000Z,2023-11-10 14:18:25,[],[]
Peter_Tenset,1723195653445013751,"Tenset Cyberstorm is the ultimate smart contract auditing package to create a blockchain fortress around your project. This will provide unmatched credibility and security in the market, while also proving the quality of your development.",https://twitter.com/Peter_Tenset/status/1723195653445013751,2023-11-11T04:27:13.000Z,2023-11-11 04:27:13,[],[]
Viveksh79387643,1723287874303557973,"I am thinking that they are building a log community but the core team should focus on development and future project to create future smart contract, defi ecosystem, layer1 blockchain.",https://twitter.com/Viveksh79387643/status/1723287874303557973,2023-11-11T10:33:41.000Z,2023-11-11 10:33:41,[],[]
InfoSpace_OG,1723239975796519058,"Using smart contract wallet technology on zkSyncEra, Holdstation strive to refine trading & bolster user privacy

@Holdstationw goal is to provide an experience reminiscent of Web2 trading platforms

Since its development, the Holdstation wallet has had:

• 67k+ Total users",https://twitter.com/InfoSpace_OG/status/1723239975796519058,2023-11-11T07:23:21.000Z,2023-11-11 07:23:21,"['https://pbs.twimg.com/media/F-otnm1aEAAo9de?format=jpg&name=small', 'https://pbs.twimg.com/media/F-otn34aQAAWYGN?format=jpg&name=small']",[]
Nil679,1721898700728103225," Shoutout to the @Ether_Authority team for their incredible Mainnet Blockchain Development &amp; Smart Contract Audit services – you've exceeded our expectations! 
#SecureChainAI ",https://twitter.com/Nil679/status/1721898700728103225,2023-11-07T14:33:36.000Z,2023-11-07 14:33:36,[],[]
Crypto_Ollie_,1722962514978226414,"now started the old best blockhain, smart contract, oracle, security, web3 ,dapp development course lol",https://twitter.com/Crypto_Ollie_/status/1722962514978226414,2023-11-10T13:00:49.000Z,2023-11-10 13:00:49,[],[]
NoShameRecruitr,1722270564063309904,Let's go together through the sea of smart contract development!,https://twitter.com/NoShameRecruitr/status/1722270564063309904,2023-11-08T15:11:15.000Z,2023-11-08 15:11:15,[],[]
replyada,1721166629160046800,"Don't worry, there's no need to worry about Grok--Cardano is here! It's the world's most advanced smart contract platform and provides a secure and reliable environment for dApp development. #CardanoForever",https://twitter.com/replyada/status/1721166629160046800,2023-11-05T14:04:36.000Z,2023-11-05 14:04:36,[],[]
TenderlyApp,1721488003393003946,"Don’t miss a chance to get early access to a premium Web3 course at the @CyfrinAudits learning platform this week. 

Whether you're a newcomer to Web3 development or want to transition to smart contract security, get valuable insights in one place. 

Learn more here ",https://twitter.com/TenderlyApp/status/1721488003393003946,2023-11-06T11:21:38.000Z,2023-11-06 11:21:38,['https://pbs.twimg.com/media/F-LsvmcWUAALgZJ?format=png&name=900x900'],[]
DopeTweetsBrah,1723832946279252104,"Why is it so hard to combine transactions between Metaplex Umi, the SDK and web3js?  Am I just an idiot?",https://twitter.com/DopeTweetsBrah/status/1723832946279252104,2023-11-12T22:39:36.000Z,2023-11-12 22:39:36,[],[]
gozkybrain4u,1721821239411363893,"I decided to build my Developer Career on the Javascript Language.

Frontend: ReactJS and VanillaJS

Backend: NodeJS and ExpressJS

Database: MongoDB

Blockchain: Web3.JS and Motoko

Mobile Application: React Native

Lets handle Blockchain and Mobile App next ",https://twitter.com/gozkybrain4u/status/1721821239411363893,2023-11-07T09:25:48.000Z,2023-11-07 09:25:48,[],[]
glee103000,1721156513333747965,"hello. 
I am a front-end developer from Korea. I am working in the blockchain space.
The technologies I am using are: 
- Reactjs 
- Nextjs 
- React-Native 
- Web3js

nice to meet you! ",https://twitter.com/glee103000/status/1721156513333747965,2023-11-05T13:24:24.000Z,2023-11-05 13:24:24,[],[]
ChainSafeth,1722657677837226408,"Monday, November 13: @chainlink Istanbul Innovate 2023 by @ChainlinkTurkey

We’ll deliver a workshop on @web3_js.",https://twitter.com/ChainSafeth/status/1722657677837226408,2023-11-09T16:49:30.000Z,2023-11-09 16:49:30,[],[]
Engineer_OKoli,1722882510558757032,"People who return to old Stack Overflow questions to make updates, whenever there is some version update on the concerned tool is made, are the real OGs.

Using packages like pandas, psycopg2, pgcli, and Web3js without them would be a real headache.",https://twitter.com/Engineer_OKoli/status/1722882510558757032,2023-11-10T07:42:54.000Z,2023-11-10 07:42:54,[],[]
bali_kong1337,1723681085865746512,"big yikes dude :D 
How to measure that ? Only public repo that have solana web3js library included or how do they know? :D",https://twitter.com/bali_kong1337/status/1723681085865746512,2023-11-12T12:36:09.000Z,2023-11-12 12:36:09,[],[]
gregthegreek,1722204143295840688,"Does your roll up have custom rpc methods?

The days of forking web3js or making a dedicated sdk are over. 

Plug-ins allow developers to seamlessly integrate with your existing provider.",https://twitter.com/gregthegreek/status/1722204143295840688,2023-11-08T10:47:19.000Z,2023-11-08 10:47:19,[],[]
